PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
data,0,01:47.0,_,b1c70f50fdbe438,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:47.0,_,fdb7c9d89aa789c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:47.0,1,e28f316bf5b9dd7,62b0276fabc57d9,19e2e,19e2e,0r4EVaG2A/,0r4EVaG2A/
Voice,30,01:48.0,1,4ba0abd3946cf1d,f6e76b7ebb044c8,19e2e,19e2e,0d15320276,e1498e9654
data,0,01:48.0,_,d921d3a14733514,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:48.0,_,f41c040d3cd66b0,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:48.0,_,fb6b89bda7c14b9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:48.0,_,f90c8275d805c5b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:48.0,_,09af92a6000983d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,01:48.0,_,5670f64d68ca2ef,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,25,01:48.0,_,c679c27bf12d968,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,60,01:48.0,1,a142b1348f70f40,c511f10439b8617,19e2e,19e2e,d13adda2d8,79505e1209
Voice,59,01:48.0,2,e6da13743d257e2,a0fa12fbca6ca4b,19e2e,19e2e,d03cc00eff,0dbbc8ea65
Voice,34,01:48.0,2,66a2889176324cc,c1f83bdcd7d9eb9,19e2e,19e2e,a62f2d8e94,dc22dff37a
Voice,22,01:48.0,1,14ac3bf6835c7a1,dd1439c3171084c,19e2e,19e2e,ef70015139,694c55a591
Voice,0,01:48.0,0,df4822890571d5b,92bb484c39ea888,19e2e,19e2e,793d28febc,4dac8c0c56
Voice,7,01:48.0,2,f342527687458e5,46cbf2b1109e11c,19e2e,19e2e,8fa1bb70d0,04bc287a75
Voice,80,01:48.0,1,23ac60ca122d713,30e713d13fc1f74,19e2e,19e2e,d64d369ec1,7096ef2a77
Voice,60,01:48.0,1,2cea325e4b50125,716ea606bf7eee9,19e2e,19e2e,c162ba5777,780c0d5bd7
Voice,3,01:48.0,2,31d55736eb88030,ee29739abb9a8a8,19e2e,19e2e,b1adfda1f4,8ae14499cc
Voice,8,01:48.0,0,4e4a8e1b373225c,cbcdc331fdf4a00,19e2e,19e2e,ee16c6fd31,b4f32fad03
Voice,15,01:48.0,1,3b24a8fa9650609,263661fd2c7fc98,19e2e,19e2e,2b097863c5,923403b9ed
Voice,15,01:48.0,0,8c413477932a67a,6d0d47e89c22e29,19e2e,19e2e,fd4cd26aee,f6ae0e2972
Voice,0,01:48.0,2,a1ddf3de44d9d9d,6e8e490661cee28,19e2e,19e2e,259fd7439a,8c4e6c0b83
sms,0,01:48.0,4,d39c72d07d163c1,f9e93ae82726612,19e2e,19e2e,3fd6b1e377,394dcdeac6
Voice,14,01:48.0,3,7351274324edc21,812b1e37aec6cc7,19e2e,19e2e,287186c41f,4b32ec70f9
sms,25,01:48.0,2,59a08f35ac91c66,0af14aaa54accc0,19e2e,19e2e,d1bad0e687,16205e9f52
sms,0,01:48.0,2,f0d30594ed4170b,d7b33cab9f7dc0d,19e2e,19e2e,d66da16921,af1da2bca6
sms,0,01:48.0,0,d46cb511a1bf3c0,05bc6e12539ade7,19e2e,19e2e,cd828df0e4,c07a544c63
sms,0,01:48.0,0,c7a52c93a782c49,93343ba6e41af95,19e2e,19e2e,be7d551c24,6.16E+56
sms,0,01:48.0,0,8c9ef7fd932b102,93343ba6e41af95,19e2e,19e2e,de92883668,75bef3291a
sms,0,01:48.0,2,3d7338f16ecad9c,18564ed5cba648a,19e2e,19e2e,86b356ec47,0278700b25
sms,0,01:48.0,2,f30d9d94b77df9a,93343ba6e41af95,19e2e,19e2e,4466aa2d1b,24ccdda3d5
sms,0,01:48.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,01:48.0,0,361212532ea3340,93343ba6e41af95,19e2e,19e2e,db03a198b7,3ae1708153
sms,0,01:48.0,1,86d02b0ee7836cc,aaaf0e4bdec7311,19e2e,19e2e,a9cf96eff4,faa92c87d9
sms,25,01:48.0,2,ffe75523b7e618f,0f6f78dd7ccb0da,19e2e,19e2e,f6c994077c,211015b14d
sms,0,01:48.0,2,eb427cd62e93e55,5da6af8995b281d,19e2e,19e2e,ce13ed29dd,7f76d66503
sms,0,01:48.0,2,a0381a398b1d6fa,886dca646e818de,19e2e,19e2e,5d9e63befc,cdabae1039
sms,0,01:48.0,0,638ee058f341952,073d0363e93ad82,19e2e,19e2e,a784b2f173,9c6e07f63b
sms,25,01:48.0,2,409ae280c11adce,011430fd770a2f0,19e2e,19e2e,6f4d9b77a5,ebfc58af70
sms,0,01:48.0,1,8e949e2e713990d,0d2f8ed22304f4c,19e2e,19e2e,858a95c5ca,fd14c3c790
data,0,01:48.0,_,f41c040d3cd66b0,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,142,01:49.0,1,c7654faa4f8aeb4,5286b8f83aa35d0,19e2e,19e2e,6e59ea5572,72cc7c6bb8
sms,0,01:49.0,0,a9734829ea49d31,e09e736e46c5c3d,19e2e,19e2e,c26bf76cdd,66e2080825
Voice,74,01:49.0,0,bf7c0e6bde3ffd0,7dcc3e93a530c41,19e2e,19e2e,04a0ee1737,3235f29a90
Voice,19,01:49.0,2,e0406c77db21114,e5d6b8f43c01248,19e2e,19e2e,32b36c0459,200a092e1c
Voice,23,01:49.0,5,9bcfcc36c86b5ca,d3dca9799a5b23b,19e2e,19e2e,1e1eff45a0,92635447aa
Voice,8,01:49.0,3,2709efd4fd3a129,4c5f4b65ecaf588,19e2e,19e2e,cb77555946,e04667f9c7
data,0,01:49.0,_,0d2e1f0b05d0cc4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:49.0,_,6c5a26b508aef0c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:49.0,_,5c0f4b9bbc47ae5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,35,01:49.0,5,a4b90df16f4d139,5ddc9a61a3061ce,19e2e,OTHER,c7118d46c9,97296d8119
Voice,94,01:49.0,2,808e9af14e46307,008dce777e8294c,19e2e,19e2e,2f50f519d6,d96dcd5475
Voice,5,01:49.0,1,ac9adbcb81ecc08,a5d8e1a17cec6f3,19e2e,19e2e,771be3e3c3,d72a3acaba
Voice,80,01:49.0,1,f37d9e80c9a007e,a1512ddad9cf1ad,19e2e,OTHER,322d929b07,814d6c8277
Voice,60,01:49.0,0,9d850032200078d,4affa7d1b1df706,19e2e,19e2e,8359231c1e,c2545171dc
Voice,0,01:49.0,2,5d6cd2f3a25ad01,548b2e916f92e79,19e2e,19e2e,32b36c0459,200a092e1c
Voice,105,01:49.0,2,ebc38df430b7353,7246ad53dcb2673,19e2e,19e2e,4c8309ed11,251112666e
Voice,142,01:49.0,1,c7654faa4f8aeb4,5286b8f83aa35d0,19e2e,19e2e,6e59ea5572,72cc7c6bb8
Voice,0,01:49.0,2,4b9b9866356d4c4,7fc2742ca289d03,19e2e,19e2e,97a7792b2a,f6ae0e2972
Voice,8,01:49.0,0,3a33160e8a636ac,4cb496671949f16,19e2e,19e2e,e67ab188d6,4484d0d135
Voice,0,01:49.0,0,44c0fd735eae3c8,1a49f8b0ded9de6,19e2e,19e2e,7cdbfdd719,558dceb97c
sms,0,01:49.0,2,0406889aa692123,e09e736e46c5c3d,19e2e,19e2e,72b82812b8,02ed2d8f59
sms,0,01:49.0,0,a9734829ea49d31,e09e736e46c5c3d,19e2e,19e2e,c26bf76cdd,66e2080825
sms,0,01:49.0,0,7cdb6606d6c84c7,aaaf0e4bdec7311,19e2e,19e2e,cc50893153,24ccdda3d5
sms,0,01:49.0,2,82d8d0bfdc05537,aaaf0e4bdec7311,19e2e,19e2e,63285aff02,de8b939a5e
sms,0,01:49.0,2,779544a709fa9ea,8a221155f782dad,19e2e,19e2e,faec238627,018c57e9b9
sms,0,01:49.0,0,26139f8ba24ae66,fe4ba11c5476489,19e2e,19e2e,cbb953ec8e,e4d5180258
Voice,52,01:49.0,1,b37b8b9409092ad,486af51694f4db3,19e2e,19e2e,029b005a9c,443ac3fc19
Voice,47,01:49.0,0,12523e16d0c3133,b3cd693364f9ab7,19e2e,19e2e,e48b86aa11,9bc2aefce3
sms,0,01:49.0,1,c71c6c2e054ac2b,93343ba6e41af95,19e2e,19e2e,0107ce2294,a98f73d8fa
sms,0,01:49.0,0,42957257adc4745,f1a6fb0e3e41cd8,19e2e,19e2e,629f49257b,683bde9e16
sms,0,01:49.0,1,c4a6d429941848d,e09e736e46c5c3d,19e2e,19e2e,63b2dc8f4a,41142b8e18
sms,0,01:49.0,1,933f78afd861bb2,b2b1fb3b01b9443,19e2e,19e2e,0b3f472b4d,fe91ac057a
sms,0,01:49.0,0,8ffd3f5b8874cf0,93343ba6e41af95,19e2e,19e2e,1e5b71aee6,f307018a36
sms,0,01:49.0,0,dcdf2b86c4cd3b9,14e725e255b6e24,19e2e,19e2e,bfb3f52b36,651c6d67d4
sms,0,01:49.0,1,2cec111fee91477,93343ba6e41af95,19e2e,19e2e,bdb218c74e,bb93aaa23b
sms,0,01:49.0,2,b94a7acfbab931e,e09e736e46c5c3d,19e2e,19e2e,be3c23ac6e,6049499424
sms,0,01:49.0,1,f2694312e77de8a,8bab6662bdc4230,19e2e,19e2e,14bedd66a9,91e86be9a6
sms,50,01:49.0,0,106dee996978953,1c23987f74ff5f5,19e2e,19e2e,c8391cccad,f48350b75f
sms,0,01:49.0,2,f81bb99db8c0373,7af76c2046e02f3,19e2e,OTHER,f0703eac99,b5a2e42048
sms,0,01:49.0,1,30ac0017081eebf,615398ab2fe491a,19e2e,19e2e,858a95c5ca,fd14c3c790
sms,0,01:49.0,0,05d7d3b2dee4bac,1379b279cc0dc1f,19e2e,19e2e,ea63caa914,c1ec9c885f
sms,0,01:49.0,2,6a036ab30b3aca4,7af76c2046e02f3,19e2e,OTHER,7475da2c3e,eaa695cbb8
sms,50,01:49.0,2,35ee96a301c276b,dcadaddc0ac03fc,19e2e,19e2e,413d19da36,83a405ef9c
sms,0,01:49.0,1,5aed69999ac17c2,bff30d73c50cfec,19e2e,19e2e,61a8080306,0e672e7a3d
data,0,01:49.0,_,b0769c87c5ae5ba,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,01:49.0,4,39dcfaf3360c19f,5ecf889cba8b00d,19e2e,19e2e,LcGg5XFxC3,LcGg5XFxC3
Voice,4,01:50.0,5,4e494abf2db2bfa,444e7939b273e9e,19e2e,19e2e,33368c75ea,73974f7f81
data,0,01:50.0,_,36ccf9aa3323d0a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,30,01:50.0,0,110b6c0a49a6efa,551e253ac0ace29,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
Voice,13,01:50.0,2,74d5da7e2871e1a,821d018884f2ae3,19e2e,19e2e,eae0293041,a9a91087bc
Voice,60,01:50.0,5,61bf1f752e832fd,c5efe5051b3b9c1,19e2e,19e2e,4d0476192f,54f07edad2
Voice,1,01:50.0,0,c8a4a684134ba7e,176bcddc009d9eb,19e2e,19e2e,65de46d6fd,11e254d6b7
Voice,30,01:50.0,0,818c679bf978dfd,956238d1b3f9fc7,19e2e,19e2e,cd828df0e4,c07a544c63
Voice,4,01:50.0,3,eff72a39fa868f1,e144378a9785a06,19e2e,19e2e,7f0899ccf8,3f037c4bcc
Voice,60,01:50.0,2,5df90b2a2c99d24,f5b0340fb22130d,19e2e,19e2e,33afa112b8,316869253b
Voice,35,01:50.0,1,b05d32052f41a5c,b77de8205664783,19e2e,19e2e,069b659109,7e46936864
Voice,10,01:50.0,1,eb019d42b2e92ad,50fc1528f831bb2,19e2e,19e2e,8cee3d86a3,d06f40f9d5
Voice,43,01:50.0,5,15d65fc03aea0f2,e4d6b461dd9bb4f,19e2e,19e2e,0cb2f2263d,901f4120cb
Voice,31,01:50.0,1,a0ed02391e55bef,af2951b8e30e221,19e2e,19e2e,afefb687c9,043588076c
Voice,43,01:50.0,1,e1124bca5a1d4c0,32a732b82c44a5c,19e2e,19e2e,0ff4f68649,d8682c35fc
Voice,0,01:50.0,2,31a0ddf716d6cb6,35b8c140a7338ea,19e2e,19e2e,7fb47ded92,d4b46cdec7
Voice,9,01:50.0,2,04d4e60284bf9a0,cfde54ca576b075,19e2e,19e2e,ebbe892089,072f54b3a8
Voice,21,01:50.0,0,1e3fc3fab2fbeb1,6eea2f7dd24861b,19e2e,19e2e,c2f49785b0,54572c6050
Voice,0,01:50.0,4,351caf61b9e3413,18ef26600f3a7e6,19e2e,19e2e,1315c535a4,814d6c8277
sms,0,01:50.0,2,98caca9b6bd898e,eeae7545ec72ebd,19e2e,19e2e,be3c23ac6e,6049499424
sms,0,01:50.0,1,94c4a49a997fdf7,24920e69f282565,19e2e,19e2e,4ffd0fa13a,e2b604cffa
Voice,3,01:50.0,3,1afe7b0d0a355b8,27f26401b34d654,19e2e,19e2e,885037e317,a7bd4c027b
Voice,3,01:50.0,4,7822367fcad4d63,0eecece6e919f91,19e2e,19e2e,37d8b85c2b,6049499424
sms,0,01:50.0,1,2bb19001bfe66ba,292fefba65a3456,19e2e,19e2e,7773627c12,9ef9616350
sms,0,01:50.0,1,a1e9aa433a5afaf,f683d64b1135dcf,19e2e,19e2e,eaff3417d0,24c107a1cb
Voice,0,01:50.0,3,f542e7f1f1f604a,eceab314455f035,19e2e,19e2e,54983155d8,b569923906
Voice,0,01:50.0,2,6d0854c1a705199,1a49f8b0ded9de6,19e2e,19e2e,9ee6e052ba,d8682c35fc
sms,0,01:50.0,2,b505ea2c2828afc,93343ba6e41af95,19e2e,19e2e,16a2feab53,0c997709bd
sms,0,01:50.0,0,b16dc3c4b6f947e,93343ba6e41af95,19e2e,19e2e,7fbefec181,9bd6022e07
sms,0,01:50.0,0,a009bc388adfae2,6f96d3a9dc9d89a,19e2e,19e2e,670cacbb4b,07531b72e2
sms,25,01:50.0,2,9a565e0efb08f28,9ce3472a906fdd6,19e2e,19e2e,e45fda4a61,ee25f2aeaf
sms,0,01:50.0,1,707e3a071261dd5,fe386f47353947e,19e2e,19e2e,5c7dc2f617,e42de17efb
sms,0,01:50.0,1,9b2a879ca85cc8e,b9a87310460df96,19e2e,19e2e,437de362db,4df1cab780
sms,0,01:50.0,2,40083577d03bfc4,7af76c2046e02f3,19e2e,OTHER,367312dffd,bc58a52936
sms,0,01:50.0,0,47d8fbf06269c49,1448d99b4086209,19e2e,19e2e,7af7f866c8,d29252461f
sms,25,01:50.0,0,d0670ef21defa48,b29583d9bcb6d73,19e2e,19e2e,777d30093d,aeed65e7ce
sms,0,01:50.0,0,2439e247235c4fd,93343ba6e41af95,19e2e,19e2e,857b559354,0278700b25
sms,0,01:50.0,1,7076b4dcde58ff5,18a6e0b3fb56e10,19e2e,19e2e,be6853dbcc,ffa6bdc032
sms,0,01:50.0,2,2f59e6a18428480,6b9179313c014ab,19e2e,19e2e,dc776281fa,2e335d2f79
sms,25,01:50.0,2,409ae280c11adce,011430fd770a2f0,19e2e,19e2e,6f4d9b77a5,ebfc58af70
data,0,01:50.0,_,99f4b132355c4dc,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,01:50.0,0,d0670ef21defa48,b29583d9bcb6d73,19e2e,19e2e,777d30093d,aeed65e7ce
sms,0,01:51.0,1,f10d33cd7d783fe,aaaf0e4bdec7311,19e2e,19e2e,15bdb525ee,6e9b544976
Voice,0,01:51.0,2,3b9c21039ebe865,ecb5381f3d5330e,19e2e,19e2e,1a7c017628,87e3a7f64c
Voice,7,01:51.0,4,57d19f92951d1bf,995cfb0ca3176c0,19e2e,19e2e,278f971e13,2443d87035
data,0,01:51.0,_,82763c7ac84ad4e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:51.0,_,1312737e2b74712,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,40,01:51.0,4,7bfeae16a8502d2,7ebbc3d471db914,19e2e,19e2e,486a9ec424,3ee7a51169
Voice,36,01:51.0,2,d4b6d28a5efa618,1602cee1c8f552b,19e2e,19e2e,b05ac597ef,9fd440bab4
Voice,7,01:51.0,1,a954eddcf4f34e1,c19588322a95ab5,19e2e,19e2e,d0b9055142,7f76d66503
Voice,59,01:51.0,3,cb5c5fe33a10f4c,07e1fa09ad83c13,19e2e,19e2e,9ddc918a99,b5c786e566
Voice,120,01:51.0,2,ca65a7154c85d32,7ef79b6a2279b6d,19e2e,19e2e,3e443899bd,ec8f7e53ab
Voice,3,01:51.0,2,f7a94a96aacd42f,6e8a8d3c632488c,19e2e,19e2e,79059318ae,1c7edd2f30
Voice,128,01:51.0,2,b6c17a79e088d75,4ac0a3e566c8192,19e2e,19e2e,4b216dac9b,c2545171dc
Voice,20,01:51.0,1,7a3688ac86ef439,cf878d11aa88600,19e2e,19e2e,aa48d11777,91c5101302
Voice,150,01:51.0,0,58e7a2a684cec7f,bc91a9a3017c482,19e2e,19e2e,bc1d885e30,a7bd4c027b
Voice,0,01:51.0,1,34531d1f4c1edf1,55ad144fa74fddc,19e2e,19e2e,fc9ec69ee4,c58809bff2
Voice,0,01:51.0,1,6a4d56f10733b07,09c607b04ddf1eb,19e2e,19e2e,6327ac369b,3dc25e1df5
Voice,0,01:51.0,5,3c080d4c45fc4c7,19e68e80103885e,19e2e,19e2e,dc0f850ee2,be954bdb76
Voice,0,01:51.0,4,6c03817e430a8b8,6dcba131b2c9e3e,19e2e,19e2e,278f971e13,2443d87035
sms,0,01:51.0,2,779544a709fa9ea,8a221155f782dad,19e2e,19e2e,faec238627,018c57e9b9
sms,25,01:51.0,1,733127a751189ac,4fe9c77a6f8d37d,19e2e,19e2e,ab68996d93,47657c9634
sms,0,01:51.0,5,a46243b03cb0a68,aaaf0e4bdec7311,19e2e,19e2e,f2464bf810,2dd67b6a64
Voice,18,01:51.0,1,63f01cfbfd399ee,b0630519ba29e80,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,01:51.0,5,a6b85d83fb7d38e,e09e736e46c5c3d,19e2e,19e2e,d8db9d924c,5eaa6bcb4b
Voice,34,01:51.0,4,24a3fec4456fa9a,1e2a96bcab8a742,19e2e,19e2e,71966bb79a,6cad985585
sms,0,01:51.0,0,a91dfe79af18f01,05c569a93478b1c,19e2e,19e2e,01743e1656,1ed7b897b7
sms,0,01:51.0,4,444da5f3bc97ddd,e997ff9f064073c,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,0,01:51.0,1,3460a40959c6e5a,1c87d26936091a2,19e2e,19e2e,f053be2418,2dc799193c
sms,50,01:51.0,2,efdb208ef883e61,99ff1cb4c12e6bd,19e2e,19e2e,dc267159be,cc8dcf793b
sms,25,01:51.0,1,4fe76e53efdcc82,80fd131d15516cf,19e2e,19e2e,5d9dc897f7,1b5540c02d
sms,0,01:51.0,0,0f5fff31d5c2f68,0a23a3c15b9c3dc,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
sms,0,01:51.0,2,74a23ed51e68a8e,7af76c2046e02f3,19e2e,OTHER,76d1b59cbf,3235f29a90
sms,0,01:51.0,2,a7ad25a582e3f13,39d83ca1a23cfff,19e2e,19e2e,a5e351b2b3,a55150a8e7
sms,0,01:51.0,0,c731afd285c9261,77707f4a0b2b068,19e2e,19e2e,613afb4ef6,40bb97c420
sms,25,01:51.0,2,7bef743c5da896e,9f8ccb5c1b74c1a,19e2e,19e2e,74da439f2c,70a989da87
sms,0,01:51.0,1,f2694312e77de8a,8bab6662bdc4230,19e2e,19e2e,14bedd66a9,91e86be9a6
sms,0,01:51.0,1,fb5db923774ffba,d9c02f1925434c6,19e2e,19e2e,14bedd66a9,91e86be9a6
sms,25,01:51.0,1,0e79f883e4ea207,fb0d8b0935d0c29,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,25,01:51.0,0,bcf512a3542d42c,5a2848d6f983c31,19e2e,19e2e,7e90b35166,211015b14d
sms,0,01:51.0,1,f10d33cd7d783fe,aaaf0e4bdec7311,19e2e,19e2e,15bdb525ee,6e9b544976
Voice,57,01:52.0,2,b2af9047fac8a01,bd3154ebecd23b8,19e2e,19e2e,e8e49f38e5,e9a201c011
Voice,14,01:52.0,1,10ea23b5fcfc169,8853c9686131c21,19e2e,19e2e,4a4160c38b,6bc58d8be0
Voice,12,01:52.0,0,9fe567efaefbeb3,496a23ca63b9f49,19e2e,19e2e,25c3b77697,de8b939a5e
data,0,01:52.0,_,16c8287007ccce0,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,676,01:52.0,_,9a65269f9d108f2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:52.0,_,0df4c6ebe5e5787,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,01:52.0,2,98642b4b6d39ae1,b8c58f48e0d9d13,19e2e,19e2e,4b39f70b40,7e46936864
Voice,54,01:52.0,2,a786f903a20ff2a,b9f9580295beec7,19e2e,19e2e,efbf84294a,e2ee6cc900
Voice,122,01:52.0,1,f92d5296ba90db7,5dbe18eb3c28ec5,19e2e,19e2e,cb25310346,901f4120cb
Voice,0,01:52.0,2,d413ad3c26e55cf,bd7478c7a603e00,19e2e,19e2e,a78717d203,5c565fbfb1
Voice,180,01:52.0,5,762a65efacecf82,8b6c9f0e5c1d1a0,19e2e,19e2e,733d6bcc77,27529179de
Voice,0,01:52.0,3,dcb4ab135d33f45,4a82990dec1caab,19e2e,19e2e,147f0fdf36,020a86c8a7
Voice,1,01:52.0,5,e3f502bfddb34ac,77a13bd27530fa7,19e2e,19e2e,c68a1b9da4,969b8d0e39
Voice,0,01:52.0,0,283904b8b3bf18f,55ad144fa74fddc,19e2e,19e2e,534bf6a254,02ba205929
Voice,40,01:52.0,2,6a29b3187355200,200c7083bd95b0b,19e2e,19e2e,833e19d1bf,08b3705469
Voice,0,01:52.0,4,26d7cd812871455,bf6faa4851320a8,19e2e,19e2e,2282470934,ea78593acf
Voice,76,01:52.0,0,e9e43106f79c81b,512a52f6dd41f54,19e2e,19e2e,0d503d1a0f,d39eb0de3b
Voice,37,01:52.0,1,0fa6a743744934b,4ee11d73c3d1403,19e2e,19e2e,e432412481,7ed219f2f7
sms,0,01:52.0,2,0261b550cc2cb7d,aaaf0e4bdec7311,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,01:52.0,4,d39c72d07d163c1,f9e93ae82726612,19e2e,19e2e,3fd6b1e377,394dcdeac6
sms,0,01:52.0,0,b6c906a4368a508,aaaf0e4bdec7311,19e2e,19e2e,0f0b8a3784,65a987fa51
Voice,13,01:52.0,0,ffc7cc9679a5c4b,1ab3b03c084455f,19e2e,19e2e,e3ef47df3f,1b5540c02d
Voice,20,01:52.0,5,ed8439078bcecbe,a7fa0cdcde2cc36,19e2e,19e2e,6a9d8358bc,2371f0c1df
Voice,19,01:52.0,1,6c2b2250c3c6b35,4866b8d1fa5e51b,19e2e,19e2e,5935c85c67,7fa72a1ee3
sms,0,01:52.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,04b6fa5555,a2f0769f63
sms,0,01:52.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,01:52.0,0,6697c3006b5df9e,93343ba6e41af95,19e2e,19e2e,bfe6aa5c86,d68260ef50
sms,25,01:52.0,1,e474e8e92467115,6236d9db4a567b1,19e2e,19e2e,d0c1429857,c58b18f1d1
sms,0,01:52.0,1,f767a6bd2847d5e,0978b5e682c306b,19e2e,19e2e,d22224b2fa,2d58cad870
sms,0,01:52.0,2,b280e72fe082bab,738ecbfa8851ec4,19e2e,19e2e,c7f764caae,f10d5e2823
sms,0,01:52.0,2,7931e478dcd2576,e5e7893c1be41b6,19e2e,19e2e,be3c23ac6e,6049499424
sms,0,01:52.0,1,6c3ed91a3bcf182,aaaf0e4bdec7311,19e2e,19e2e,c162ba5777,780c0d5bd7
sms,0,01:52.0,2,b2833dca2afc334,05c06ea1d30c77f,19e2e,19e2e,2a8c5b9124,1e751d08a4
sms,0,01:52.0,0,2.33952E+14,aaaf0e4bdec7311,19e2e,19e2e,96593c24dd,334fdb9912
sms,0,01:52.0,1,e67db5086330cc1,6cdd784b0086cb1,19e2e,19e2e,340fc49064,48d806e8bc
sms,0,01:52.0,0,e1ff1ba432eaf04,e09e736e46c5c3d,19e2e,19e2e,90ad2ba1e9,4849c3cf05
sms,0,01:52.0,0,05d7d3b2dee4bac,1379b279cc0dc1f,19e2e,19e2e,ea63caa914,c1ec9c885f
sms,0,01:52.0,1,6c29c9dfb8b3479,0fea6668a3abf31,19e2e,19e2e,858a95c5ca,fd14c3c790
sms,0,01:52.0,0,ebfadf537a30fb9,93343ba6e41af95,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
Voice,11,01:53.0,1,e07653e14351b67,94ae951398a9371,19e2e,19e2e,8cee3d86a3,d06f40f9d5
Voice,5,01:53.0,0,f46530fbe1828f7,dc5d6f32184be94,19e2e,19e2e,b3f333a1d0,25250f86a1
Voice,122,01:53.0,2,1900fd168a0ad5f,e2fec6339f244bd,19e2e,19e2e,03aed941ac,43a3260fc9
data,0,01:53.0,_,ededcdf1bf15c1e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:53.0,_,21e3685ddae7d75,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:53.0,_,92eeb02445f461f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:53.0,_,e05bb9dfecef1a7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:53.0,_,b90fde53ddba683,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,01:53.0,_,08a5d0f48b22dca,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,30,01:53.0,0,a74a528f0f92de9,9d44569cd6c2f14,19e2e,19e2e,00d3a79b20,312bc23650
Voice,60,01:53.0,0,ac8c2d7327f3df7,4022091f960f915,19e2e,19e2e,e3ef47df3f,1b5540c02d
Voice,32,01:53.0,0,2436c2cca7deb3c,455ca41146008f9,19e2e,19e2e,04a0ee1737,3235f29a90
Voice,0,01:53.0,2,2f3641c9c7bae4f,bdeaeffd8430dd0,19e2e,19e2e,5d9e63befc,cdabae1039
Voice,101,01:53.0,0,575f1547a6f0caa,e426a0f0da14f3b,19e2e,19e2e,d970dcfc39,fb480113cd
Voice,60,01:53.0,2,47cea8778dfbc1f,24e7f43150d93f6,19e2e,19e2e,b47a0101f9,8e6413d5b8
Voice,0,01:53.0,0,a03c9837c62a5b9,de590e98879fa37,19e2e,19e2e,8630058aca,b47a998a3e
Voice,400,01:53.0,2,afd86ae183204e8,53842f11476f863,19e2e,19e2e,1d068e7a63,c550c9e238
sms,0,01:53.0,1,487f2d1c43f6239,aaaf0e4bdec7311,19e2e,19e2e,d468bcca31,d4b46cdec7
sms,0,01:53.0,2,5645bdfd150abd6,e09e736e46c5c3d,19e2e,19e2e,e84e194dc7,d241572ac4
Voice,19,01:53.0,2,21b2739b1bb153b,ad66a8bba6d5809,19e2e,19e2e,ffb86d66d2,4df1cab780
Voice,158,01:53.0,1,52991b7ea72f275,9c00336783f2e0c,19e2e,19e2e,ed472df66d,f3a6b6efd1
